Sigla;Tipo;Tipo2;Natureza;Universidade;Estado;Região;tipo3;Título;nav_title;nome_curto;Descrição;Região no Portal;Estado Nome;Estado no Portal;Onde criar;TAGs
UFAPE;Universidade;Federal;Pública;Universidade Federal do Agreste de Pernambuco;PE;Nordeste;estudantes-internacionais;Estudantes Internacionais na UFAPE;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Agreste de Pernambuco (UFAPE).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/ufape;UFAPE
UFPE;Universidade;Federal;Pública;Universidade Federal de Pernambuco;PE;Nordeste;estudantes-internacionais;Estudantes Internacionais na UFPE;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal de Pernambuco (UFPE).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/ufpe;UFPE
UFRPE;Universidade;Federal;Pública;Universidade Federal Rural de Pernambuco;PE;Nordeste;estudantes-internacionais;Estudantes Internacionais na UFRPE;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal Rural de Pernambuco (UFRPE).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/ufrpe;UFRPE
UNIVASF;Universidade;Federal;Pública;Fundação Universidade Federal do Vale do São Francisco;PE;Nordeste;estudantes-internacionais;Estudantes Internacionais na UNIVASF;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Fundação Universidade Federal do Vale do São Francisco (UNIVASF).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/univasf;UNIVASF
UFDPAR;Universidade;Federal;Pública;Universidade Federal do Delta do Parnaíba;PI;Nordeste;estudantes-internacionais;Estudantes Internacionais na UFDPAR;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Delta do Parnaíba (UFDPAR).;Região Nordeste;Piauí;Piauí (PI);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/piaui/ufdpar;UFDPAR
UFPI;Universidade;Federal;Pública;Universidade Federal do Piauí;PI;Nordeste;estudantes-internacionais;Estudantes Internacionais na UFPI;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Piauí (UFPI).;Região Nordeste;Piauí;Piauí (PI);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/piaui/ufpi;UFPI
CEFET_RJ;Centro de Educação Tecnológica;Federal;Pública;Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;RJ;Sudeste;estudantes-internacionais;Estudantes Internacionais na CEFET_RJ;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET_RJ).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/cefet_rj;CEFET_RJ
UFF;Universidade;Federal;Pública;Universidade Federal Fluminense;RJ;Sudeste;estudantes-internacionais;Estudantes Internacionais na UFF;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal Fluminense (UFF).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/uff;UFF
UFRJ;Universidade;Federal;Pública;Universidade Federal do Rio de Janeiro;RJ;Sudeste;estudantes-internacionais;Estudantes Internacionais na UFRJ;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Rio de Janeiro (UFRJ).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/ufrj;UFRJ
UFRRJ;Universidade;Federal;Pública;Universidade Federal Rural do Rio de Janeiro;RJ;Sudeste;estudantes-internacionais;Estudantes Internacionais na UFRRJ;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal Rural do Rio de Janeiro (UFRRJ).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/ufrrj;UFRRJ
UNIRIO;Universidade;Federal;Pública;Universidade Federal do Estado do Rio de Janeiro;RJ;Sudeste;estudantes-internacionais;Estudantes Internacionais na UNIRIO;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Estado do Rio de Janeiro (UNIRIO).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/unirio;UNIRIO
UFERSA;Universidade;Federal;Pública;Universidade Federal Rural do Semi-Árido;RN;Nordeste;estudantes-internacionais;Estudantes Internacionais na UFERSA;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal Rural do Semi-Árido (UFERSA).;Região Nordeste;Rio Grande do Norte;Rio Grande do Norte (RN);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/rio_grande_do_norte/ufersa;UFERSA
UFRN;Universidade;Federal;Pública;Universidade Federal do Rio Grande do Norte;RN;Nordeste;estudantes-internacionais;Estudantes Internacionais na UFRN;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Rio Grande do Norte (UFRN).;Região Nordeste;Rio Grande do Norte;Rio Grande do Norte (RN);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/rio_grande_do_norte/ufrn;UFRN
FURG;Universidade;Federal;Pública;Universidade Federal do Rio Grande;RS;Sul;estudantes-internacionais;Estudantes Internacionais na FURG;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Rio Grande (FURG).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/furg;FURG
UFCSPA;Universidade;Federal;Pública;Universidade Federal de Ciências da Saúde de Porto Alegre;RS;Sul;estudantes-internacionais;Estudantes Internacionais na UFCSPA;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/ufcspa;UFCSPA
UFPel;Universidade;Federal;Pública;Universidade Federal de Pelotas;RS;Sul;estudantes-internacionais;Estudantes Internacionais na UFPel;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal de Pelotas (UFPel).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/ufpel;UFPel
UFRGS;Universidade;Federal;Pública;Universidade Federal do Rio Grande do Sul;RS;Sul;estudantes-internacionais;Estudantes Internacionais na UFRGS;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Rio Grande do Sul (UFRGS).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/ufrgs;UFRGS
UFSM;Universidade;Federal;Pública;Universidade Federal de Santa Maria;RS;Sul;estudantes-internacionais;Estudantes Internacionais na UFSM;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal de Santa Maria (UFSM).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/ufsm;UFSM
UNIPAMPA;Universidade;Federal;Pública;Universidade Federal do Pampa;RS;Sul;estudantes-internacionais;Estudantes Internacionais na UNIPAMPA;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Pampa (UNIPAMPA).;Região Sul;Rio Grande do Sul;Rio Grande do Sul (RS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/rio_grande_do_sul/unipampa;UNIPAMPA
UNIR;Universidade;Federal;Pública;Universidade Federal de Rondônia;RO;Norte;estudantes-internacionais;Estudantes Internacionais na UNIR;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal de Rondônia (UNIR).;Região Norte;Rondônia;Rondônia (RO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/rondonia/unir;UNIR
UFRR;Universidade;Federal;Pública;Universidade Federal de Roraima;RR;Norte;estudantes-internacionais;Estudantes Internacionais na UFRR;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal de Roraima (UFRR).;Região Norte;Roraima;Roraima (RR);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/roraima/ufrr;UFRR
UFFS;Universidade;Federal;Pública;Universidade Federal da Fronteira Sul;SC;Sul;estudantes-internacionais;Estudantes Internacionais na UFFS;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal da Fronteira Sul (UFFS).;Região Sul;Santa Catarina;Santa Catarina (SC);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/santa_catarina/uffs;UFFS
UFSC;Universidade;Federal;Pública;Universidade Federal de Santa Catarina;SC;Sul;estudantes-internacionais;Estudantes Internacionais na UFSC;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal de Santa Catarina (UFSC).;Região Sul;Santa Catarina;Santa Catarina (SC);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/santa_catarina/ufsc;UFSC
UFABC;Universidade;Federal;Pública;Universidade Federal do ABC;SP;Sudeste;estudantes-internacionais;Estudantes Internacionais na UFABC;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do ABC (UFABC).;Região Sudeste;São Paulo;São Paulo (SP);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/sao_paulo/ufabc;UFABC
UFSCar;Universidade;Federal;Pública;Universidade Federal de São Carlos;SP;Sudeste;estudantes-internacionais;Estudantes Internacionais na UFSCar;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal de São Carlos (UFSCar).;Região Sudeste;São Paulo;São Paulo (SP);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/sao_paulo/ufscar;UFSCar
UNIFESP;Universidade;Federal;Pública;Universidade Federal de São Paulo;SP;Sudeste;estudantes-internacionais;Estudantes Internacionais na UNIFESP;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal de São Paulo (UNIFESP).;Região Sudeste;São Paulo;São Paulo (SP);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/sao_paulo/unifesp;UNIFESP
UFS;Universidade;Federal;Pública;Universidade Federal de Sergipe;SE;Nordeste;estudantes-internacionais;Estudantes Internacionais na UFS;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal de Sergipe (UFS).;Região Nordeste;Sergipe;Sergipe (SE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/sergipe/ufs;UFS
UFNT;Universidade;Federal;Pública;Universidade Federal do Norte do Tocantins;TO;Norte;estudantes-internacionais;Estudantes Internacionais na UFNT;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Norte do Tocantins (UFNT).;Região Norte;Tocantins;Tocantins (TO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/tocantins/ufnt;UFNT
UFT;Universidade;Federal;Pública;Universidade Federal do Tocantins;TO;Norte;estudantes-internacionais;Estudantes Internacionais na UFT;Estudantes Internacionais;estudantes-internacionais;Informações sobre internacionalização, apoio e acolhimento a estudantes estrangeiros na Universidade Federal do Tocantins (UFT).;Região Norte;Tocantins;Tocantins (TO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/tocantins/uft;UFT
UFAC;Universidade;Federal;Pública;Universidade Federal do Acre;AC;Norte;vida_na_ies;Vida na UFAC;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Acre (UFAC).;Região Norte;Acre;Acre (AC);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/acre/ufac;UFAC
UFAL;Universidade;Federal;Pública;Universidade Federal de Alagoas;AL;Nordeste;vida_na_ies;Vida na UFAL;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Alagoas (UFAL).;Região Nordeste;Alagoas;Alagoas (AL);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/alagoas/ufal;UFAL
UNIFAP;Universidade;Federal;Pública;Universidade Federal do Amapá;AP;Norte;vida_na_ies;Vida na UNIFAP;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Amapá (UNIFAP).;Região Norte;Amapá;Amapá (AP);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/amapa/unifap;UNIFAP
UFAM;Universidade;Federal;Pública;Universidade Federal do Amazonas;AM;Norte;vida_na_ies;Vida na UFAM;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Amazonas (UFAM).;Região Norte;Amazonas;Amazonas (AM);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/amazonas/ufam;UFAM
UFBA;Universidade;Federal;Pública;Universidade Federal da Bahia;BA;Nordeste;vida_na_ies;Vida na UFBA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal da Bahia (UFBA).;Região Nordeste;Bahia;Bahia (BA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/bahia/ufba;UFBA
UFOB;Universidade;Federal;Pública;Universidade Federal do Oeste da Bahia;BA;Nordeste;vida_na_ies;Vida na UFOB;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Oeste da Bahia (UFOB).;Região Nordeste;Bahia;Bahia (BA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/bahia/ufob;UFOB
UFRB;Universidade;Federal;Pública;Universidade Federal do Recôncavo da Bahia;BA;Nordeste;vida_na_ies;Vida na UFRB;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Recôncavo da Bahia (UFRB).;Região Nordeste;Bahia;Bahia (BA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/bahia/ufrb;UFRB
UFSB;Universidade;Federal;Pública;Universidade Federal do Sul da Bahia;BA;Nordeste;vida_na_ies;Vida na UFSB;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Sul da Bahia (UFSB).;Região Nordeste;Bahia;Bahia (BA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/bahia/ufsb;UFSB
UFC;Universidade;Federal;Pública;Universidade Federal do Ceará;CE;Nordeste;vida_na_ies;Vida na UFC;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Ceará (UFC).;Região Nordeste;Ceará;Ceará (CE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/ceara/ufc;UFC
UFCA;Universidade;Federal;Pública;Universidade Federal do Cariri;CE;Nordeste;vida_na_ies;Vida na UFCA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Cariri (UFCA).;Região Nordeste;Ceará;Ceará (CE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/ceara/ufca;UFCA
UNILAB;Universidade;Federal;Pública;Universidade da Integração Internacional da Lusofonia Afro-Brasileira;CE;Nordeste;vida_na_ies;Vida na UNILAB;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade da Integração Internacional da Lusofonia Afro-Brasileira (UNILAB).;Região Nordeste;Ceará;Ceará (CE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/ceara/unilab;UNILAB
UnB;Universidade;Federal;Pública;Universidade de Brasília;DF;Centro-Oeste;vida_na_ies;Vida na UnB;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade de Brasília (UnB).;Região Centro-Oeste;Distrito Federal;Distrito Federal (DF);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/distrito_federal/unb;UnB
UFES;Universidade;Federal;Pública;Universidade Federal do Espírito Santo;ES;Sudeste;vida_na_ies;Vida na UFES;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Espírito Santo (UFES).;Região Sudeste;Espírito Santo;Espírito Santo (ES);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/espirito_santo/ufes;UFES
UFCAT;Universidade;Federal;Pública;Universidade Federal de Catalão;GO;Centro-Oeste;vida_na_ies;Vida na UFCAT;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Catalão (UFCAT).;Região Centro-Oeste;Goiás;Goiás (GO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/goias/ufcat;UFCAT
UFG;Universidade;Federal;Pública;Universidade Federal de Goiás;GO;Centro-Oeste;vida_na_ies;Vida na UFG;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Goiás (UFG).;Região Centro-Oeste;Goiás;Goiás (GO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/goias/ufg;UFG
UFJ;Universidade;Federal;Pública;Universidade Federal de Jataí;GO;Centro-Oeste;vida_na_ies;Vida na UFJ;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Jataí (UFJ).;Região Centro-Oeste;Goiás;Goiás (GO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/goias/ufj;UFJ
UFMA;Universidade;Federal;Pública;Universidade Federal do Maranhão;MA;Nordeste;vida_na_ies;Vida na UFMA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Maranhão (UFMA).;Região Nordeste;Maranhão;Maranhão (MA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/maranhao/ufma;UFMA
UFMT;Universidade;Federal;Pública;Universidade Federal de Mato Grosso;MT;Centro-Oeste;vida_na_ies;Vida na UFMT;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Mato Grosso (UFMT).;Região Centro-Oeste;Mato Grosso;Mato Grosso (MT);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/mato_grosso/ufmt;UFMT
UFR;Universidade;Federal;Pública;Universidade Federal de Rondonópolis;MT;Centro-Oeste;vida_na_ies;Vida na UFR;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Rondonópolis (UFR).;Região Centro-Oeste;Mato Grosso;Mato Grosso (MT);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/mato_grosso/ufr;UFR
UFGD;Universidade;Federal;Pública;Universidade Federal da Grande Dourados;MS;Centro-Oeste;vida_na_ies;Vida na UFGD;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal da Grande Dourados (UFGD).;Região Centro-Oeste;Mato Grosso do Sul;Mato Grosso do Sul (MS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/mato_grosso_do_sul/ufgd;UFGD
UFMS;Universidade;Federal;Pública;Universidade Federal de Mato Grosso do Sul;MS;Centro-Oeste;vida_na_ies;Vida na UFMS;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Mato Grosso do Sul (UFMS).;Região Centro-Oeste;Mato Grosso do Sul;Mato Grosso do Sul (MS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/mato_grosso_do_sul/ufms;UFMS
CEFET_MG;Centro de Educação Tecnológica;Federal;Pública;Centro Federal de Educação Tecnológica de Minas Gerais;MG;Sudeste;vida_na_ies;Vida na CEFET_MG;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Centro Federal de Educação Tecnológica de Minas Gerais (CEFET_MG).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/cefet_mg;CEFET_MG
UFJF;Universidade;Federal;Pública;Universidade Federal de Juiz de Fora;MG;Sudeste;vida_na_ies;Vida na UFJF;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Juiz de Fora (UFJF).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufjf;UFJF
UFLA;Universidade;Federal;Pública;Universidade Federal de Lavras;MG;Sudeste;vida_na_ies;Vida na UFLA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Lavras (UFLA).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufla;UFLA
UFMG;Universidade;Federal;Pública;Universidade Federal de Minas Gerais;MG;Sudeste;vida_na_ies;Vida na UFMG;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Minas Gerais (UFMG).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufmg;UFMG
UFOP;Universidade;Federal;Pública;Universidade Federal de Ouro Preto;MG;Sudeste;vida_na_ies;Vida na UFOP;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Ouro Preto (UFOP).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufop;UFOP
UFSJ;Universidade;Federal;Pública;Universidade Federal de São João del-Rei;MG;Sudeste;vida_na_ies;Vida na UFSJ;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de São João del-Rei (UFSJ).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufsj;UFSJ
UFTM;Universidade;Federal;Pública;Universidade Federal do Triângulo Mineiro;MG;Sudeste;vida_na_ies;Vida na UFTM;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Triângulo Mineiro (UFTM).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/uftm;UFTM
UFU;Universidade;Federal;Pública;Universidade Federal de Uberlândia;MG;Sudeste;vida_na_ies;Vida na UFU;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Uberlândia (UFU).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufu;UFU
UFV;Universidade;Federal;Pública;Universidade Federal de Viçosa;MG;Sudeste;vida_na_ies;Vida na UFV;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Viçosa (UFV).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufv;UFV
UFVJM;Universidade;Federal;Pública;Universidade Federal dos Vales do Jequitinhonha e Mucuri;MG;Sudeste;vida_na_ies;Vida na UFVJM;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufvjm;UFVJM
UNIFAL;Universidade;Federal;Pública;Universidade Federal de Alfenas;MG;Sudeste;vida_na_ies;Vida na UNIFAL;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Alfenas (UNIFAL).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/unifal;UNIFAL
UNIFEI;Universidade;Federal;Pública;Universidade Federal de Itajubá;MG;Sudeste;vida_na_ies;Vida na UNIFEI;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal de Itajubá (UNIFEI).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/unifei;UNIFEI
UFOPA;Universidade;Federal;Pública;Universidade Federal do Oeste do Pará;PA;Norte;vida_na_ies;Vida na UFOPA;Vida na IES;vida-na-ies;Saiba como é a vida no campus e na cidade sede da Universidade Federal do Oeste do Pará (UFOPA).;Região Norte;Pará;Pará (PA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/para/ufopa;UFOPA
